-1.00000000,-4.44648713
-9.90000000,-4.98711748
-9.80000000,-5.22548306
-9.70000000,-4.36114992
-9.60000000,-3.79369931
-9.50000000,-5.62272957
-9.40000000,-5.74785790
-9.30000000,-4.66872198
-9.20000000,-4.98498141
-9.10000000,-4.79631899
-9.00000000,-5.40244195
-8.90000000,-5.30308288
-8.80000000,-4.09800069
-8.70000000,-4.98698128
-8.60000000,-5.76983814
-8.50000000,-3.84641287
-8.40000000,-4.31657547
-8.30000000,-4.08022453
-8.20000000,-4.23728738
-8.10000000,-3.98772002
-8.00000000,-4.63150695
-7.90000000,-5.06866098
-7.80000000,-5.09922281
-7.70000000,-5.12326057
-7.60000000,-4.94086931
-7.50000000,-4.45217029
-7.40000000,-4.25731028
-7.30000000,-3.15646071
-7.20000000,-3.04981680
-7.10000000,-3.03759655
-7.00000000,-3.72003973
-6.90000000,-3.19740678
-6.80000000,-2.46997765
-6.70000000,-3.43805054
-6.60000000,-2.50194074
-6.50000000,-2.86197922
-6.40000000,-3.71851137
-6.30000000,-1.77189561
-6.20000000,-2.52250198
-6.10000000,-2.27071073
-6.00000000,-2.81691089
-5.90000000,-2.66149883
-5.80000000,-2.80487677
-5.70000000,-1.24745139
-5.60000000,-1.08963228
-5.50000000,-6.31830594
-5.40000000,-1.17445753
-5.30000000,-2.01792295
-5.20000000,-1.36263396
-5.10000000,-9.08993553
-5.00000000,-3.57399207
-4.90000000,-1.20824161
-4.80000000,-9.61903356
-4.70000000,-1.01875768
-4.60000000,5.20832731
-4.50000000,-8.43483086
-4.40000000,-8.12043253
-4.30000000,3.14828012
-4.20000000,-1.63178583
-4.10000000,1.05364355
-4.00000000,-1.34982209
-3.90000000,4.70685138
-3.80000000,1.27040501
-3.70000000,-3.60440459
-3.60000000,1.75113630
-3.50000000,1.73176475
-3.40000000,1.30568092
-3.30000000,1.37274574
-3.20000000,1.33284192
-3.10000000,2.28587418
-3.00000000,1.33176957
-2.90000000,2.37047759
-2.80000000,1.60197035
-2.70000000,1.42624256
-2.60000000,6.43311518
-2.50000000,1.15321702
-2.40000000,9.56021163
-2.30000000,2.05180815
-2.20000000,1.14068395
-2.10000000,1.12277596
-2.00000000,2.29823255
-1.90000000,1.86722259
-1.80000000,8.29934897
-1.70000000,5.86577609
-1.60000000,1.63737754
-1.50000000,5.82579445
-1.40000000,8.22445257
-1.30000000,1.57253254
-1.20000000,8.72972003
-1.10000000,1.12885426
-1.00000000,1.03433988
-9.00000000,3.51995113
-8.00000000,4.66197290
-7.00000000,1.57730308
-6.00000000,4.85678606
-5.00000000,3.91698280
-4.00000000,1.09574370
-3.00000000,1.19820246
-2.00000000,-5.00533009
-1.00000000,8.99933343
8.88178420,3.00000000
1.00000000,-9.99933343
2.00000000,-4.99466991
3.00000000,-1.19820246
4.00000000,1.04256301
5.00000000,-6.91698280
6.00000000,-1.28567861
7.00000000,-1.47730308
8.00000000,-7.66197290
9.00000000,-3.51995113
1.00000000,-1.03433988
1.10000000,-2.01288543
1.20000000,-6.87297200
1.30000000,-4.57253254
1.40000000,-1.32244526
1.50000000,-4.82579445
1.60000000,-1.53737754
1.70000000,-1.68657761
1.80000000,-7.29934897
1.90000000,-1.46722259
2.00000000,-1.49823255
2.10000000,-2.52277596
2.20000000,-1.94068395
2.30000000,-2.35180815
2.40000000,-2.15602116
2.50000000,-6.53217016
2.60000000,-1.74331152
2.70000000,-1.92624256
2.80000000,-2.20197035
2.90000000,-1.07047759
3.00000000,-2.23176957
3.10000000,-1.08587418
3.20000000,-8.32841916
3.30000000,-9.72745742
3.40000000,-6.05680917
3.50000000,-3.31764753
3.60000000,-8.51136300
3.70000000,-1.66395595
3.80000000,-1.47040501
3.90000000,-7.06851384
4.00000000,-6.50177905
4.10000000,1.46356448
4.20000000,-1.33682142
4.30000000,-2.14828012
4.40000000,-4.87956747
4.50000000,-1.56516914
4.60000000,4.79167269
4.70000000,1.87576802
4.80000000,6.19033560
4.90000000,1.10824161
5.00000000,7.57399207
5.10000000,1.20899355
5.20000000,1.06263396
5.30000000,3.17922950
5.40000000,1.47445753
5.50000000,7.31830594
5.60000000,1.98963228
5.70000000,2.14745139
5.80000000,1.20487677
5.90000000,1.56149883
6.00000000,1.31691089
6.10000000,2.47071073
6.20000000,1.52250198
6.30000000,2.47189561
6.40000000,2.91851137
6.50000000,2.16197922
6.60000000,3.20194074
6.70000000,3.63805054
6.80000000,3.76997765
6.90000000,3.89740678
7.00000000,3.82003973
7.10000000,4.23759655
7.20000000,3.34981680
7.30000000,3.35646071
7.40000000,3.15731028
7.50000000,4.05217029
7.60000000,4.04086931
7.70000000,3.92326057
7.80000000,4.39922281
7.90000000,4.26866098
8.00000000,4.13150695
8.10000000,4.78772002
8.20000000,5.03728738
8.30000000,3.88022453
8.40000000,5.61657547
8.50000000,4.24641287
8.60000000,5.66983814
8.70000000,4.78698128
8.80000000,4.19800069
8.90000000,5.00308288
9.00000000,4.60244195
9.10000000,5.49631899
9.20000000,4.68498141
9.30000000,4.96872198
9.40000000,4.74785790
9.50000000,5.22272957
9.60000000,4.69369931
9.70000000,3.66114992
9.80000000,5.12548306
9.90000000,4.48711748
